idx,type,first,second,third,fourth,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z
2206,INTP,I,N,T,P,0.056990881458966566,0.01009552757273122,0.016825879287885367,0.02312201476335215,0.08250108554059922,0.014654798089448546,0.01910551454624403,0.035822839774207554,0.05026052974381242,0.002496743378202345,0.009769865392965697,0.03386886669561442,0.024533217542336082,0.052105948762483714,0.0626356925749023,0.011940946591402518,0.0008684324793747286,0.03571428571428571,0.04353017802865827,0.0790273556231003,0.023556231003039513,0.007815892314372557,0.012592270950933565,0.0008684324793747286,0.0182370820668693,0.0004342162396873643
2207,INFP,I,N,F,P,0.058349018553374564,0.012637805861790804,0.019091153535896747,0.02567894595321323,0.08443129873621942,0.013041140091422425,0.014788921753159451,0.036165635923635385,0.05095455767679484,0.0014788921753159452,0.006991126646948105,0.028233396074213497,0.02285560634579188,0.05135789190642646,0.06722237160527024,0.013713363807475128,0.00040333422963162143,0.04315676257058349,0.04557676794837322,0.07219682710406024,0.02796450658779242,0.006856681903737564,0.012772250605001345,0.0010755579456843238,0.02352783006184458,0.00040333422963162143
2208,ESTJ,E,S,T,J,0.048214285714285716,0.01488095238095238,0.024553571428571428,0.01875,0.0712797619047619,0.01175595238095238,0.02068452380952381,0.03125,0.04285714285714286,0.004464285714285714,0.008482142857142856,0.023809523809523808,0.025892857142857145,0.036458333333333336,0.053422619047619045,0.021130952380952382,0.000744047619047619,0.03526785714285714,0.040327380952380955,0.06681547619047619,0.02782738095238095,0.010267857142857143,0.017857142857142856,0.002976190476190476,0.017857142857142856,0.0011904761904761906
2209,INFJ,I,N,F,J,0.056393715534283635,0.010612839454791384,0.018000208094891272,0.022890438039746126,0.0970762667776506,0.015815211736551867,0.017375923421080013,0.03527208407033607,0.05410467173030902,0.0014566642388929353,0.008844032878992821,0.031630423473103735,0.023410675267922173,0.0571220476537301,0.05400062428467381,0.014046405160753303,0.0005202372281760483,0.037144938091769844,0.04557278118822183,0.07491416085735095,0.01779211320362085,0.00905212777026324,0.012589740921860368,0.0014566642388929353,0.019248777442513788,0.00010404744563520966
2210,INTP,I,N,T,P,0.056293862923697174,0.01134836493952516,0.020755562192026282,0.023144691652978947,0.08720322532477229,0.012841570852620577,0.017470509183216364,0.03344781245333731,0.04643870389726743,0.002538450052262207,0.007764670748096163,0.030610721218456025,0.021054203374645364,0.05285948932357772,0.05659250410631626,0.011796326713453785,0.0016425265044049575,0.03494101836643273,0.04539345975810064,0.07197252501119905,0.023891294609526655,0.008361953113334328,0.018366432731073613,0.001791847095714499,0.01702254740928774,0.0008959235478572496
2211,ENTP,E,N,T,P,0.06220745885550355,0.012532085157783483,0.018722633247772912,0.02883889476068247,0.07655141174694248,0.014645930847048166,0.019930545070209874,0.037747244451155064,0.05284614223161709,0.00528461422316171,0.009059338668277215,0.031858674316774874,0.025366148271176205,0.043635814585535254,0.054959987920881775,0.018420655292163673,0.00030197795560924054,0.03382153102823494,0.04408878151894911,0.06734108410086063,0.02702702702702703,0.008002415823644873,0.020987467914842215,0.0012079118224369622,0.018269666314359053,0.0012079118224369622
2212,INFJ,I,N,F,J,0.05003604902667628,0.010814708002883922,0.012689257390050468,0.027108868060562365,0.08550829127613555,0.013121845710165825,0.014131218457101658,0.03172314347512617,0.044124008651766404,0.0007209805335255948,0.007930785868781542,0.032732516222062004,0.023936553713049747,0.0532083633741889,0.05940879596250901,0.01384282624369142,0.0014419610670511895,0.0357606344628695,0.04224945926459986,0.06359048305695746,0.025666906993511176,0.007642393655371305,0.014708002883922135,0.0014419610670511895,0.025234318673395817,0.0004325883201153569
2213,INFJ,I,N,F,J,0.051076923076923075,0.011076923076923076,0.020102564102564103,0.019076923076923078,0.08512820512820513,0.014769230769230769,0.011897435897435898,0.036307692307692305,0.046153846153846156,0.0020512820512820513,0.008,0.026871794871794873,0.020717948717948718,0.04369230769230769,0.06584615384615385,0.017846153846153845,0.0008205128205128205,0.03917948717948718,0.0441025641025641,0.06871794871794872,0.02564102564102564,0.010256410256410256,0.02358974358974359,0.0010256410256410256,0.021948717948717947,0.0012307692307692308
2214,INFJ,I,N,F,J,0.06091101694915254,0.013347457627118644,0.019385593220338983,0.024364406779661018,0.09205508474576271,0.01440677966101695,0.015677966101694914,0.03283898305084746,0.042161016949152544,0.000847457627118644,0.007203389830508475,0.03855932203389831,0.019597457627118644,0.04841101694915254,0.053177966101694917,0.013665254237288135,0.000847457627118644,0.03866525423728814,0.04163135593220339,0.06705508474576272,0.021504237288135594,0.008686440677966102,0.013771186440677966,0.0020127118644067796,0.023622881355932202,0.000635593220338983
2215,ISFP,I,S,F,P,0.048144433299899696,0.009428284854563691,0.020260782347041123,0.023269809428284854,0.08164493480441323,0.013440320962888667,0.0160481444332999,0.03189568706118355,0.048345035105315945,0.0010030090270812437,0.007021063189568706,0.025476429287863592,0.02066198595787362,0.04653961885656971,0.05717151454363089,0.01424272818455366,0.00040120361083249747,0.03851554663991976,0.044132397191574725,0.0637913741223671,0.023871614844533602,0.007422266800401204,0.012637913741223672,0.0016048144433299899,0.018254764292878634,0.0008024072216649949
2216,INFP,I,N,F,P,0.05746992173811471,0.011564069618035275,0.01611961219483705,0.027917299380913446,0.08935871977572714,0.015885994626795935,0.014367480434528677,0.03165518046957131,0.04613946968812055,0.0017521317603083752,0.006541291905151268,0.035860296694311414,0.023011330452049995,0.0462562784721411,0.056185025113888565,0.015301950706693143,0.00035042635206167504,0.039364560214928165,0.04450414671183273,0.06471206634738932,0.02055834598761827,0.009578320289685784,0.014717906786590351,0.0017521317603083752,0.01857259665926878,0.0007008527041233501
2217,INFP,I,N,F,P,0.056041131105398455,0.009511568123393316,0.018508997429305913,0.02352185089974293,0.08663239074550129,0.014910025706940874,0.017737789203084834,0.03457583547557841,0.05218508997429306,0.0015424164524421595,0.008354755784061696,0.027634961439588688,0.018637532133676093,0.054884318766066836,0.06272493573264781,0.012082262210796915,0.00038560411311053987,0.03534704370179949,0.04562982005141388,0.06580976863753213,0.02724935732647815,0.010025706940874035,0.012339331619537276,0.0014138817480719794,0.021079691516709513,0.0014138817480719794
2218,INFJ,I,N,F,J,0.050327014743376565,0.013080589735062632,0.015297638842700367,0.0208402616117947,0.08790599711783616,0.011085245538188671,0.016627868307283005,0.04012858884824299,0.04556035916195544,0.0017736392861101874,0.008313934153641503,0.03347744152532978,0.02283560580866866,0.04677973617115619,0.05298747367254185,0.012193770092007538,0.0003325573661456601,0.035583638177585634,0.04378671987584525,0.07227580090899013,0.021837933710231683,0.008868196430550937,0.012637179913535085,0.0008868196430550937,0.020064294424121495,0.0005542622769094336
2219,INTP,I,N,T,P,0.05429718875502008,0.013012048192771084,0.017991967871485944,0.02666666666666667,0.08016064257028112,0.014618473895582329,0.015261044176706828,0.037429718875502005,0.04385542168674699,0.002248995983935743,0.008353413654618475,0.03180722891566265,0.020401606425702812,0.04273092369477911,0.05445783132530121,0.015421686746987951,0.0008032128514056225,0.033734939759036145,0.038072289156626506,0.06056224899598393,0.023293172690763052,0.008674698795180723,0.017188755020080323,0.0009638554216867469,0.01670682730923695,0.002891566265060241
2220,INTJ,I,N,T,J,0.057696591668523055,0.010470037870349743,0.013588772555134774,0.02561817776787703,0.08509690354199154,0.013700155936734239,0.013031855647137446,0.03597683225662731,0.041323234573401646,0.0013366005791935842,0.009244820672755625,0.024392960570282913,0.023390510135887724,0.05379817331254177,0.06404544441969258,0.015148139897527288,0.0005569169079973268,0.03653374916462464,0.04165738471820005,0.06638449543328136,0.02472711071508131,0.006905769659166852,0.013588772555134774,0.0016707507239919804,0.020271775451102696,0.0005569169079973268
2221,INTJ,I,N,T,J,0.05001116320607278,0.010158517526233535,0.016075016744809108,0.022996204509935253,0.08830096003572226,0.015740120562625585,0.014177271712435812,0.029805760214333555,0.041303862469301185,0.0016744809109176155,0.0074793480687653496,0.03114534494306765,0.024224157177941505,0.05726724715338245,0.06061620897521768,0.014958696137530699,0.0006697923643670462,0.03415941058271936,0.03974101361911141,0.0691002455905336,0.01730296941281536,0.009935253404777852,0.012279526680062514,0.0014512167894619335,0.022214780084840367,0.00044652824291136416
2222,INFJ,I,N,F,J,0.06371578334304019,0.011997670355270822,0.018404193360512522,0.022714036109493303,0.0844496214327315,0.01421083284799068,0.015375655212580082,0.031217239370995922,0.056027955736750144,0.0009318578916715201,0.007338380896913221,0.0320326150262085,0.02050087361677344,0.05171811298776936,0.05742574257425743,0.016423995340710543,0.00034944670937682004,0.04228305183459522,0.04845661036691905,0.07524752475247524,0.02317996505532906,0.01025043680838672,0.0110658124635993,0.0016307513104251601,0.019918462434478743,0.0006988934187536401
2223,ENFP,E,N,F,P,0.05721574344023324,0.010021865889212828,0.013301749271137026,0.020590379008746357,0.08381924198250729,0.011661807580174927,0.015123906705539359,0.038629737609329445,0.041180758017492713,0.0010932944606413995,0.010021865889212828,0.03626093294460642,0.016034985422740525,0.04354956268221574,0.054300291545189505,0.011661807580174927,0.0,0.030065597667638486,0.037536443148688044,0.06013119533527697,0.023505830903790086,0.007288629737609329,0.015852769679300292,0.0020043731778425656,0.022048104956268223,0.00036443148688046647
2224,INFP,I,N,F,P,0.053189212328767124,0.009417808219178082,0.022688356164383562,0.02771832191780822,0.09685359589041095,0.01776541095890411,0.016160102739726026,0.03499571917808219,0.05543664383561644,0.0012842465753424657,0.003852739726027397,0.027076198630136987,0.018300513698630137,0.05490154109589041,0.060252568493150686,0.015089897260273972,0.0008561643835616438,0.047196061643835614,0.05254708904109589,0.06892123287671233,0.02054794520547945,0.00898972602739726,0.010380993150684931,0.003210616438356164,0.017658390410958905,0.0005351027397260274
2225,INFP,I,N,F,P,0.051291793313069906,0.01152482269503546,0.018617021276595744,0.022796352583586626,0.0919452887537994,0.011904761904761904,0.014437689969604863,0.037740628166160084,0.050405268490374876,0.0007598784194528875,0.005952380952380952,0.025455927051671733,0.017350557244174267,0.05217831813576494,0.057117527862208715,0.013297872340425532,0.00025329280648429586,0.04027355623100304,0.045339412360688953,0.07066869300911854,0.0243161094224924,0.010764944275582573,0.01456433637284701,0.004559270516717325,0.0211499493414387,0.0010131712259371835
2226,INFP,I,N,F,P,0.05321683876092136,0.009213661636219221,0.020015885623510723,0.019857029388403495,0.0868943606036537,0.016997617156473393,0.01858617950754567,0.033836378077839555,0.04749801429706116,0.0022239872915011914,0.006671961874503574,0.03129467831612391,0.025099285146942017,0.04972200158856235,0.054169976171564736,0.01795075456711676,0.00015885623510722796,0.03907863383637808,0.04638602065131056,0.06513105639396347,0.021286735504368548,0.008419380460683083,0.01159650516282764,0.0014297061159650516,0.020492454328832406,0.00015885623510722796
2227,INFP,I,N,F,P,0.04960835509138381,0.009225413402959095,0.014099216710182768,0.01723237597911227,0.08946910356832027,0.015665796344647518,0.009921671018276762,0.032550043516100954,0.049782419495213226,0.004873803307223673,0.007658833768494343,0.027154046997389034,0.01723237597911227,0.04856396866840731,0.05082680591818973,0.01636205395996519,0.00034812880765883376,0.04073107049608355,0.047867711053089644,0.05535248041775457,0.01723237597911227,0.008703220191470844,0.011836379460400347,0.004003481288076588,0.017754569190600523,0.0010443864229765013
2228,ISTJ,I,S,T,J,0.057295893523778604,0.011199480603798084,0.019477357571822757,0.028242168479142998,0.08359032624573932,0.014121084239571499,0.017691933127739003,0.03830546989125142,0.0480441486771628,0.0014608018178867068,0.007790943028729102,0.02889141373153709,0.01866580100633014,0.04707028079857166,0.058919006654763836,0.014445706865768545,0.0008115565654926148,0.03944164908294108,0.04366174322350268,0.0720662230157442,0.02142509332900503,0.009089433533517287,0.016718065249147866,0.0014608018178867068,0.017691933127739003,0.0004869339392955689
2229,ENTP,E,N,T,P,0.05573248407643312,0.010084925690021231,0.020700636942675158,0.022292993630573247,0.08147558386411889,0.015658174097664544,0.014861995753715499,0.02653927813163482,0.049628450106157115,0.0015923566878980893,0.006634819532908705,0.028662420382165606,0.02176220806794055,0.04936305732484077,0.05573248407643312,0.016719745222929936,0.001326963906581741,0.03927813163481953,0.03237791932059448,0.06369426751592357,0.027600849256900213,0.006900212314225053,0.009288747346072187,0.00291932059447983,0.02388535031847134,0.0002653927813163482
2230,INTP,I,N,T,P,0.05308363841171501,0.012250070402703464,0.020275978597578147,0.02098000563221628,0.08518727119121375,0.013235708251196845,0.013658124471979723,0.04041115178822867,0.05054914108701774,0.0015488594762038863,0.008870740636440439,0.02787947057166995,0.018586313714446634,0.046184173472261336,0.058293438468037174,0.01309490284426922,0.0009856378484933823,0.03491974091805125,0.04590256265840608,0.07293720078851028,0.026330611095466066,0.006899464939453675,0.012954097437341595,0.0014080540692762602,0.019712756969867642,0.0018304702900591382
2231,INTJ,I,N,T,J,0.05723480059763245,0.008964486840593035,0.01574531663027238,0.026318813929433398,0.0875761406734858,0.012757154350074703,0.015055740719457533,0.034363866222273304,0.04677623261694058,0.0011492931846914147,0.007470405700494196,0.03597287668084128,0.02402022756005057,0.05240776922192852,0.057809447189978165,0.01482588208251925,0.0008045052292839903,0.03804160441328583,0.04401792897368119,0.061142397425583264,0.02333065164923572,0.00930927479600046,0.01723939777037122,0.0018388690955062636,0.019997701413630616,0.0005746465923457074
2232,ISTP,I,S,T,P,0.055893536121673006,0.011660329531051965,0.020278833967046894,0.020785804816223066,0.08136882129277566,0.014702154626108998,0.018631178707224333,0.03130544993662864,0.0458808618504436,0.0017743979721166034,0.005576679340937896,0.032826362484157164,0.02129277566539924,0.04980988593155893,0.05627376425855513,0.013814955640050697,0.0008871989860583017,0.04081115335868188,0.042965779467680605,0.06844106463878327,0.021039290240811154,0.008365019011406844,0.011280101394169835,0.0016476552598225602,0.018631178707224333,0.00038022813688212925
2233,INFP,I,N,F,P,0.057480980557903634,0.010460693153000845,0.01510989010989011,0.02430262045646661,0.09414623837700761,0.01584953508030431,0.017328825021132713,0.033072696534234995,0.05388841927303466,0.0022189349112426036,0.008347421808960271,0.036559594251901945,0.02166103127641589,0.053994082840236685,0.060862214708368556,0.012996618765849535,0.0007396449704142012,0.03983516483516483,0.047337278106508875,0.06709636517328825,0.024091293322062553,0.007819103972950128,0.014475908706677938,0.0026415891800507184,0.020181741335587488,0.0007396449704142012
2234,INFJ,I,N,F,J,0.05481333499812711,0.010488200774129104,0.018229491821700586,0.021101261081283556,0.08540392058933699,0.014858284430016232,0.01997752528405544,0.03620926457735048,0.05081782994131602,0.0014983143963041578,0.006492695717318017,0.029716568860032464,0.022599575477587713,0.04832063928080909,0.0566862279935073,0.015357722562117617,0.0006242976651267324,0.03833187663878137,0.040204769634161565,0.069546759895118,0.022849294543638408,0.007491571981520789,0.011861655637407917,0.0017480334623548508,0.021850418279435634,0.000998876264202772
2235,ENTJ,E,N,T,J,0.05141490633718613,0.010495549355652983,0.01620831672645144,0.02205393915238475,0.08263584429387538,0.014481201009698418,0.013285505513484789,0.03294805367344227,0.04902351534475887,0.0013285505513484788,0.007439883087551481,0.028032416633452902,0.026703866082104424,0.046233559186927065,0.05805765909392852,0.012089810017271158,0.0027899561578318055,0.04158363225720739,0.04317789291882556,0.06749036800850272,0.023116779593463532,0.009698419024843896,0.013019795403215092,0.0013285505513484788,0.02006111332536203,0.0015942606616181746
2236,INFP,I,N,F,P,0.052823869690972754,0.010656112041406606,0.013396255137768306,0.025574668899375857,0.08463997564317248,0.01735423961029076,0.013700715481808495,0.031054955092099254,0.04566905160602831,0.002283452580301416,0.008829349977165474,0.03196833612421982,0.02222560511493378,0.04840919470239002,0.053280560207033034,0.014309636169888873,0.00045669051606028315,0.029989343887958594,0.040797686101385296,0.06835134723702238,0.028619272339777745,0.009590500837265946,0.017202009438270664,0.0009133810321205663,0.019181001674531892,0.00045669051606028315
2237,INTP,I,N,T,P,0.05243802778534459,0.010351402887496594,0.017161536366112777,0.02642331789703078,0.08390084445655135,0.013347861618087714,0.018114955053119042,0.031462816671206754,0.05271043312448924,0.0016344320348678834,0.006810133478616181,0.03268864069735767,0.021383819122854808,0.05747752655952057,0.0645600653772814,0.011032416235358214,0.00040860800871697086,0.03323345137564696,0.04304004358485426,0.06850994279487878,0.022745845818578043,0.010215200217924271,0.015935712339961862,0.001089621356578589,0.021792427131571777,0.0008172160174339417
2238,INFP,I,N,F,P,0.06083271004736973,0.009847918224881576,0.019820493642483172,0.023809523809523808,0.08165046123161307,0.015208177511842433,0.015208177511842433,0.03315881326352531,0.049862877088007976,0.0019945150835203192,0.005609573672400898,0.0381451009723261,0.02006980802792321,0.05297930690600847,0.056968337073049116,0.01894789329344303,0.0009972575417601596,0.0387683869359262,0.04113687359760658,0.06419845425081028,0.01957117925704313,0.006232859636000997,0.014709548740962353,0.0009972575417601596,0.01957117925704313,0.0006232859636000997
2239,ENFJ,E,N,F,J,0.05917092561044861,0.008631459398069278,0.014423622941510506,0.024077228847245884,0.08733674048835889,0.01521862578080636,0.015672913117546847,0.034412265758091996,0.048608745031232255,0.0015900056785917093,0.008972174900624645,0.03554798409994321,0.02112436115843271,0.051902328222600796,0.057467348097671775,0.014764338444065871,0.00034071550255536625,0.03713798977853492,0.04826802952867689,0.06166950596252129,0.02169222032935832,0.008177172061328791,0.015445769449176604,0.0009085746734809767,0.019534355479841,0.0010221465076660989
2240,INFP,I,N,F,P,0.05800653594771242,0.012391067538126362,0.0164760348583878,0.025871459694989107,0.09014161220043573,0.01320806100217865,0.017973856209150325,0.03308823529411765,0.046296296296296294,0.0013616557734204794,0.008714596949891068,0.0298202614379085,0.021241830065359478,0.0559640522875817,0.06004901960784314,0.009667755991285403,0.0002723311546840959,0.0332244008714597,0.042075163398692814,0.07094226579520697,0.020016339869281044,0.009940087145969499,0.013480392156862746,0.0008169934640522876,0.018927015250544663,0.0004084967320261438
2241,INTP,I,N,T,P,0.059093411635162414,0.008992475683611672,0.018902550926775556,0.025325747843641035,0.0772618829142962,0.010093595155074325,0.01853551110295467,0.03138190493668563,0.055973573132684896,0.0022022389429253073,0.009910075243163884,0.03321710405579005,0.021288309781611305,0.05780877225178932,0.05450541383740136,0.013213433657551845,0.0011011194714626537,0.037438062029730226,0.04532941824187924,0.07083868599743072,0.018902550926775556,0.007524316388328133,0.014681592952835382,0.002018719031014865,0.020003670398238207,0.00018351991191044228
2242,ISTP,I,S,T,P,0.05981854528679071,0.012148239274181146,0.021528525296017224,0.02921728433030909,0.0865754267261264,0.012917115177610334,0.019529447947101337,0.03213901276334,0.05136091034906966,0.002152852529601722,0.006612332769491004,0.03536829155774258,0.02045209903121636,0.05305243733661387,0.059972320467476546,0.015223742887897893,0.0007688759034291865,0.042134399507919425,0.048900507458096265,0.06750730432108258,0.022604951560818085,0.008150084576349376,0.01137936337075196,0.0012302014454866985,0.020759649392588037,0.0006151007227433493
2243,INFP,I,N,F,P,0.055346820809248555,0.012861271676300579,0.019797687861271677,0.021820809248554913,0.08439306358381503,0.014739884393063583,0.01893063583815029,0.03367052023121387,0.04508670520231214,0.0017341040462427746,0.006358381502890174,0.03280346820809248,0.02471098265895954,0.04566473988439306,0.05939306358381503,0.014017341040462428,0.000722543352601156,0.03757225433526012,0.043641618497109826,0.06632947976878613,0.021820809248554913,0.009248554913294798,0.01878612716763006,0.0018786127167630057,0.019942196531791908,0.001300578034682081
2244,INFJ,I,N,F,J,0.0509433962264151,0.01220125786163522,0.016981132075471698,0.026037735849056602,0.07622641509433963,0.013836477987421384,0.015220125786163522,0.03522012578616352,0.04188679245283019,0.002012578616352201,0.008176100628930818,0.029056603773584905,0.02352201257861635,0.0420125786163522,0.04968553459119497,0.01220125786163522,0.0018867924528301887,0.03509433962264151,0.0389937106918239,0.06364779874213837,0.0210062893081761,0.007924528301886792,0.012830188679245283,0.001761006289308176,0.0189937106918239,0.0018867924528301887
2245,INTJ,I,N,T,J,0.056273180713646245,0.010487274587543165,0.019567719657245172,0.023916101803299655,0.09336232254764036,0.016881954214093872,0.015730911881314747,0.032101291725284566,0.053843202455556974,0.0008952551477170994,0.0048599565161785395,0.03261286609540862,0.020846655582555315,0.05704054226883233,0.06253996674766595,0.014451975956004604,0.0007673615551860852,0.04169331116511063,0.04821588438419235,0.07430617726051925,0.019056145287121115,0.008313083514515924,0.010743061772605193,0.001918403887965213,0.0171377413991559,0.0007673615551860852
2246,INFJ,I,N,F,J,0.05675340768277571,0.011771995043370507,0.015985130111524165,0.02168525402726146,0.09021065675340768,0.01127633209417596,0.015613382899628252,0.035192069392812886,0.04708798017348203,0.0012391573729863693,0.007187112763320942,0.03147459727385378,0.019578686493184633,0.048698884758364314,0.05724907063197026,0.01486988847583643,0.0004956629491945477,0.041635687732342004,0.04795539033457249,0.0654275092936803,0.026270136307311027,0.007806691449814126,0.015985130111524165,0.0008674101610904585,0.019330855018587362,0.00024783147459727387
2247,INTJ,I,N,T,J,0.05179820792929913,0.011047011169755738,0.01914815269424328,0.02307597888793421,0.08076592610776973,0.014974837363446668,0.017306984165950657,0.031790843255185955,0.045660979501657054,0.003436847919479563,0.006750951270406285,0.030931631275316066,0.023812446299251257,0.046274702344421256,0.055726034122990056,0.01607953848042224,0.0012274456855284155,0.03571866944887689,0.04234687615073033,0.07020989321222536,0.022216766908064317,0.0058917392905363936,0.012888179698048362,0.0017184239597397815,0.020252853811218854,0.0004909782742113662
2248,INFP,I,N,F,P,0.057342865653857614,0.00938337801608579,0.015490020851951147,0.02546916890080429,0.0835567470956211,0.01385165326184093,0.015341078343759309,0.03351206434316354,0.04229967232648198,0.0013404825737265416,0.007893952934167411,0.03053321417932678,0.01876675603217158,0.05361930294906166,0.06359845099791481,0.011915400655347037,0.0014894250819183796,0.038576109621686026,0.049151027703306524,0.07208817396484957,0.02755436401549002,0.00580875781948168,0.01653261840929401,0.0005957700327673518,0.020703008638665477,0.0011915400655347036
2249,INTP,I,N,T,P,0.05528689060253562,0.011109658868121814,0.018167559796105084,0.025356162593125082,0.0892693765520847,0.01320088877270945,0.015030714939223632,0.034505293425695985,0.051627238269507256,0.0009149130832570906,0.007450006535093452,0.03855705136583453,0.02117370278394981,0.04600705790092798,0.05659390929290289,0.015030714939223632,0.0006535093451836362,0.03973336818716507,0.04352372238923016,0.0686184812442818,0.024179845771794536,0.007450006535093452,0.013331590641746178,0.0014377205594039994,0.02117370278394981,0.00026140373807345446
2250,INTJ,I,N,T,J,0.05528768884603021,0.013179042108646738,0.018964963034394086,0.023304403728704598,0.0821279331404693,0.011893281902925105,0.013982642237222759,0.0351976856316297,0.04500160720025715,0.0025715204114432656,0.008839601414336226,0.03230472516875603,0.022982963677274187,0.041465766634522665,0.050305368048858885,0.013179042108646738,0.0011250401800064287,0.03792992606878817,0.040983606557377046,0.06412729026036644,0.022822243651558983,0.00819672131147541,0.01832208293153327,0.0024108003857280617,0.02041144326583092,0.0008036001285760206
2251,INFJ,I,N,F,J,0.05705193772019548,0.010910330719399931,0.015683600409137403,0.023979997727014434,0.08171383111717241,0.013069667007614501,0.017729287419024888,0.03341288782816229,0.0451187634958518,0.0022729855665416525,0.008523695874531197,0.028980565973406067,0.018752130923968633,0.050346630298897604,0.06057506534833504,0.012274122059324924,0.001250142061597909,0.038754403909535176,0.044891464939197635,0.06398454369814752,0.021820661438799863,0.00863734515285828,0.01341061484259575,0.0010228435049437436,0.021934310717126947,0.00034094783498124785
2252,ENTJ,E,N,T,J,0.050293378038558254,0.016932103939647947,0.01609388097233864,0.03134953897736798,0.0818105616093881,0.016429170159262364,0.016764459346186086,0.040234702430846606,0.042414082145850796,0.002514668901927913,0.005699916177703269,0.030343671416596815,0.01760268231349539,0.04878457669740151,0.061357921207041075,0.020117351215423303,0.0015088013411567478,0.03956412405699916,0.04291701592623638,0.07007544006705783,0.022967309304274937,0.005532271584241408,0.014417435037720033,0.0015088013411567478,0.016764459346186086,0.0005029337803855825
2253,INFP,I,N,F,P,0.05374613003095975,0.00978328173374613,0.020804953560371518,0.02934984520123839,0.08730650154798762,0.010897832817337461,0.01671826625386997,0.0313312693498452,0.0539938080495356,0.0008668730650154799,0.00891640866873065,0.03665634674922601,0.018080495356037153,0.04941176470588235,0.06390092879256966,0.015727554179566564,0.0006191950464396285,0.03913312693498452,0.047554179566563465,0.0626625386996904,0.02328173374613003,0.008173374613003097,0.01325077399380805,0.0008668730650154799,0.016346749226006194,0.0008668730650154799
2254,INFJ,I,N,F,J,0.05670454545454545,0.011704545454545455,0.013068181818181817,0.026022727272727274,0.08363636363636363,0.014318181818181818,0.01375,0.03636363636363636,0.04681818181818182,0.0022727272727272726,0.007045454545454546,0.034772727272727275,0.022272727272727274,0.050227272727272725,0.05965909090909091,0.008522727272727272,0.0005681818181818182,0.03227272727272727,0.04556818181818182,0.06613636363636363,0.0225,0.008636363636363636,0.015795454545454547,0.0010227272727272728,0.0225,0.00034090909090909094
2255,INFJ,I,N,F,J,0.05465822457681871,0.011241762501615196,0.018477839514149115,0.02429254425636387,0.08773743377697377,0.014730585346944049,0.014084507042253521,0.038247835637679285,0.049618813800232586,0.0005168626437524228,0.006331567385967179,0.03088254296420726,0.018477839514149115,0.04858508851272774,0.05840547874402378,0.018090192531334797,0.0007752939656286342,0.04044450187362708,0.04277038377051299,0.06977645690657708,0.023517250290735238,0.00814058663910066,0.015118232329758367,0.0014213722703191626,0.02132058405478744,0.0002584313218762114
2256,INFP,I,N,F,P,0.05377604166666667,0.010546875,0.014713541666666666,0.028255208333333334,0.0859375,0.013932291666666667,0.016666666666666666,0.034375,0.044270833333333336,0.0022135416666666666,0.008203125,0.034505208333333336,0.023177083333333334,0.04934895833333333,0.05859375,0.014713541666666666,0.0005208333333333333,0.033854166666666664,0.04583333333333333,0.06276041666666667,0.017838541666666666,0.008072916666666667,0.016666666666666666,0.0015625,0.022265625,0.000390625
2257,ENFJ,E,N,F,J,0.055613305613305616,0.010265072765072766,0.014163201663201664,0.02728690228690229,0.08783783783783784,0.013643451143451144,0.012733887733887735,0.03807172557172557,0.04378898128898129,0.0016891891891891893,0.008186070686070687,0.02650727650727651,0.017931392931392932,0.051325363825363825,0.05327442827442828,0.009355509355509356,0.00038981288981288983,0.03898128898128898,0.03976091476091476,0.06847713097713097,0.02403846153846154,0.006237006237006237,0.016761954261954263,0.0009095634095634096,0.02091995841995842,0.0002598752598752599
2258,ENFP,E,N,F,P,0.05415162454873646,0.01186178442496132,0.015781330582774627,0.020113460546673543,0.08303249097472924,0.014646725116039195,0.01701908200103146,0.03517276946879835,0.051263537906137184,0.0010314595152140279,0.008664259927797834,0.03176895306859206,0.02155750386797318,0.04961320268179474,0.059824651882413614,0.011449200618875709,0.00041258380608561113,0.03527591542031975,0.04311500773594636,0.0739556472408458,0.02454873646209386,0.007942238267148015,0.015781330582774627,0.0007220216606498195,0.017844249613202683,0.0003094378545642084
2259,ISTP,I,S,T,P,0.04412447747329308,0.01672085462145843,0.026474686483975846,0.01579191825359963,0.055039479795634,0.009289363678588018,0.013934045517882025,0.03971202972596377,0.030654900139340455,0.0030190431955411053,0.008592661402693916,0.01672085462145843,0.02624245239201115,0.027635856943799348,0.0548072457036693,0.01672085462145843,0.0018578727357176034,0.019043195541105434,0.03158383650719926,0.07710171853228054,0.034370645610775664,0.017185322805387832,0.04528564793311658,0.0025545750116117046,0.020204366000928935,0.0013934045517882026
2260,INFJ,I,N,F,J,0.05428933206710985,0.011079455523899969,0.016777461221905668,0.0240582462804685,0.08515352959797404,0.015194681861348529,0.013770180436847104,0.030864197530864196,0.04938271604938271,0.000949667616334283,0.009338398227287116,0.031180753402975624,0.021684077239632796,0.05096549540993985,0.056505223171889836,0.015352959797404243,0.0,0.03482114593225704,0.043209876543209874,0.07043368154479265,0.02484963596074707,0.00870528648306426,0.014086736308958531,0.0022158911047799935,0.019151630262741373,0.0011079455523899967
